ndvi,ndvi_max,evi,ndre,lai,growing_days,rainfall_mm,temp_celsius,crop_enc,yield_tha
0.3552,0.4565,0.2586,0.1907,1.8682,131,81.9,31.2,0.0,3.697
0.116,0.1822,0.0698,0.2769,0.4328,148,75.2,26.8,0.0,2.176
0.3693,0.4903,0.2872,0.2818,1.7066,140,83.6,29.4,4.0,9.824
0.1918,0.2909,0.1484,0.1442,0.7843,135,191.3,21.3,4.0,7.257
0.3641,0.5015,0.2175,0.2005,2.0294,121,101.6,37.4,3.0,60.638
0.1823,0.2825,0.1015,0.162,1.0321,129,356.9,26.0,1.0,3.521
0.2465,0.3726,0.1641,0.1292,1.7169,118,157.1,34.5,0.0,3.051
0.2116,0.2756,0.1523,0.0658,1.4648,111,92.8,33.8,0.0,2.609
0.2575,0.3152,0.1775,0.2772,1.1794,167,289.2,30.1,1.0,3.923
0.207,0.2931,0.1437,0.2166,1.0469,164,157.5,23.9,3.0,49.183
0.2618,0.3945,0.1522,0.306,1.7759,169,279.2,30.6,3.0,56.451
0.2324,0.3728,0.1373,0.093,0.8618,165,187.3,31.8,0.0,2.684
0.1427,0.2811,0.0877,0.2105,0.6828,129,276.2,35.8,1.0,2.917
0.3365,0.4829,0.2253,0.1454,1.9073,180,116.6,37.1,4.0,9.412
0.2699,0.4065,0.1649,0.1592,1.841,176,299.1,21.4,3.0,56.271
0.2755,0.3794,0.1578,0.3224,1.1707,147,208.4,18.1,3.0,56.704
0.3179,0.4413,0.2452,0.0776,1.201,130,173.1,27.6,4.0,8.869
0.2536,0.3708,0.1926,0.0988,1.2649,159,165.6,33.7,1.0,3.932
0.1683,0.2383,0.1006,0.2764,1.1559,144,43.6,31.9,2.0,1.143
0.2396,0.3602,0.1557,0.2864,1.2249,155,148.2,29.7,3.0,58.077
0.3132,0.4278,0.1892,0.1232,2.0263,168,258.2,26.9,1.0,4.193
0.3079,0.353,0.2101,0.2013,2.1177,107,84.4,29.0,4.0,8.724
0.2015,0.318,0.127,0.204,1.3049,155,147.3,19.5,3.0,48.064
0.1402,0.2679,0.108,0.3262,0.6803,113,49.4,35.8,2.0,1.322
0.156,0.27,0.1164,0.1159,0.8311,173,193.0,25.8,1.0,3.677
0.2214,0.2978,0.1663,0.0747,1.5249,125,292.2,27.4,1.0,3.627
0.2984,0.3812,0.2305,0.1659,1.1641,109,112.9,20.9,4.0,7.954
0.3028,0.3534,0.2087,0.3432,1.4751,107,82.0,28.3,4.0,8.742
0.1783,0.2941,0.1023,0.3324,0.8671,159,229.9,31.4,1.0,2.903
0.1912,0.321,0.1308,0.2477,0.8752,104,119.6,33.0,0.0,2.686
0.1528,0.2013,0.0865,0.2468,0.9704,179,55.1,32.3,0.0,2.498
0.1751,0.2499,0.1079,0.3498,1.2105,146,268.0,32.1,3.0,45.688
0.3005,0.377,0.1728,0.1842,1.8269,124,225.5,33.4,1.0,4.351
0.3149,0.4177,0.2152,0.1984,2.1954,145,95.5,19.5,0.0,3.534
0.4128,0.5186,0.2277,0.2312,2.5414,113,217.7,19.0,1.0,5.169
0.3022,0.3846,0.1947,0.3142,1.8057,114,178.7,25.4,3.0,60.135
0.4103,0.4691,0.3006,0.3451,1.855,147,201.3,24.9,3.0,74.061
0.4209,0.4947,0.2909,0.1218,2.6162,162,100.8,23.7,4.0,9.62
0.3223,0.44,0.2428,0.2289,1.3856,126,84.3,33.2,3.0,65.594
0.1177,0.2467,0.0698,0.1781,0.7596,176,68.4,23.3,2.0,0.823
0.161,0.2636,0.1199,0.1196,0.915,113,254.3,26.0,3.0,45.732
0.2733,0.3483,0.1742,0.219,1.8324,153,95.6,19.5,4.0,8.582
0.2879,0.3747,0.1849,0.179,1.5527,107,76.5,28.3,2.0,1.802
0.2495,0.2946,0.1479,0.0927,1.4149,116,113.8,35.1,2.0,1.479
0.1869,0.309,0.1337,0.0531,0.8323,111,147.2,30.5,2.0,1.719
0.314,0.3658,0.2306,0.1712,2.1707,166,58.5,28.2,0.0,2.993
0.4175,0.5316,0.3015,0.0585,2.0973,120,187.6,25.4,3.0,74.491
0.4062,0.501,0.2651,0.0976,1.7378,175,249.3,30.4,1.0,5.519
0.1769,0.2211,0.0992,0.0678,0.6618,112,69.1,18.2,0.0,2.874
0.2941,0.3703,0.181,0.1833,1.296,172,121.5,34.7,0.0,3.527
0.2232,0.3596,0.1405,0.1059,1.033,115,76.0,36.2,4.0,6.248
0.3399,0.4166,0.1897,0.2447,2.0181,142,297.9,20.2,3.0,65.243
0.1654,0.2571,0.1254,0.3191,1.0257,105,124.4,24.2,4.0,5.85
0.184,0.2855,0.1156,0.3066,0.7885,108,167.5,25.7,4.0,6.783
0.2545,0.3434,0.1719,0.3005,1.1815,104,70.0,29.5,4.0,7.72
0.2284,0.3631,0.134,0.1002,1.0282,109,296.3,26.7,3.0,54.137
0.3692,0.4952,0.2843,0.2077,1.948,157,87.7,29.2,4.0,9.623
0.2228,0.307,0.1652,0.112,1.4686,133,126.4,34.5,4.0,6.887
0.1995,0.3061,0.1425,0.3162,1.0854,155,153.7,25.8,0.0,2.948
0.1977,0.3012,0.117,0.1046,1.1595,169,243.0,37.9,1.0,3.368
0.2747,0.3337,0.2043,0.1712,1.5677,145,122.1,21.6,4.0,8.034
0.3367,0.47,0.188,0.2688,1.239,182,293.2,37.7,1.0,4.494
0.1667,0.2937,0.1121,0.1035,0.6389,121,123.0,23.5,4.0,5.816
0.2637,0.4135,0.1845,0.0898,1.3885,105,32.9,34.3,2.0,1.756
0.3598,0.4183,0.2049,0.0742,2.0024,164,68.7,27.7,2.0,1.939
0.4183,0.5091,0.2846,0.0963,2.0379,112,349.3,21.3,1.0,5.068
0.4164,0.4717,0.2432,0.1562,2.2779,134,252.0,21.3,3.0,73.9
0.3199,0.458,0.1825,0.0564,1.8756,183,181.5,26.2,0.0,3.589
0.2093,0.286,0.1295,0.189,1.2177,107,38.5,30.3,2.0,1.447
0.1679,0.2195,0.0966,0.2348,1.0481,102,83.2,24.4,0.0,2.509
0.2887,0.3689,0.1714,0.1308,1.0479,110,96.8,36.0,4.0,7.68
0.207,0.2491,0.1319,0.1011,1.1947,145,97.7,26.3,4.0,7.82
0.2649,0.3649,0.1494,0.2563,1.5179,163,98.6,25.1,3.0,58.459
0.235,0.3848,0.1734,0.0774,1.012,132,51.0,31.0,4.0,6.862
0.3376,0.4023,0.2189,0.0414,1.9734,150,290.9,27.2,3.0,62.578
0.1552,0.2562,0.0942,0.2928,0.8675,171,152.0,28.0,3.0,35.947
0.1489,0.245,0.116,0.1426,0.6859,111,290.4,30.3,1.0,2.412
0.1896,0.2939,0.1408,0.2264,1.1044,181,226.4,30.3,3.0,49.365
0.1669,0.2612,0.123,0.2473,0.6738,100,196.1,22.9,4.0,6.118
0.2756,0.3324,0.1993,0.1103,1.2711,101,86.3,21.0,0.0,3.787
0.3347,0.4621,0.2446,0.35,2.2113,181,158.8,35.7,3.0,65.669
0.36,0.4452,0.2245,0.3327,2.0605,129,360.2,24.1,1.0,4.609
0.296,0.3985,0.1683,0.2238,1.6786,181,156.8,34.6,4.0,8.864
0.3566,0.4707,0.2082,0.1682,1.4757,169,202.8,31.6,3.0,65.033
0.2526,0.3701,0.1571,0.2048,1.1992,124,131.8,37.9,4.0,8.535
0.2092,0.2739,0.1192,0.2399,0.8088,104,141.3,36.2,0.0,2.988
0.3568,0.5048,0.2578,0.2954,2.3943,119,79.9,32.7,0.0,3.851
0.3061,0.3546,0.2096,0.1494,1.5969,181,84.3,21.2,2.0,1.645
0.2177,0.3602,0.1418,0.1271,1.2172,139,113.3,23.8,2.0,1.745
0.2031,0.3079,0.1338,0.2651,1.1298,153,130.2,33.6,3.0,49.446
0.2903,0.4085,0.1793,0.1272,1.2344,163,81.9,35.7,0.0,3.233
0.1519,0.2725,0.1102,0.2711,0.5546,168,396.2,34.2,1.0,2.575
0.388,0.4381,0.2506,0.2824,1.5837,164,63.6,18.5,4.0,9.744
0.3211,0.4507,0.18,0.3209,1.6703,131,57.7,18.1,2.0,1.575
0.3191,0.3736,0.2425,0.2837,1.5816,107,64.9,37.4,2.0,1.851
0.1729,0.2951,0.1239,0.0917,0.723,152,175.8,21.4,0.0,2.496
0.4076,0.4685,0.2429,0.0481,1.6639,153,79.3,22.1,4.0,10.816
0.1737,0.2306,0.1264,0.3415,1.0831,179,48.2,18.2,2.0,1.254
0.3402,0.4652,0.2551,0.076,1.4694,144,241.5,31.9,3.0,64.004
0.2868,0.3731,0.2204,0.1146,1.8216,183,93.7,31.5,2.0,1.803
0.4183,0.5623,0.2882,0.1014,1.8772,162,214.5,21.6,1.0,5.351
0.3549,0.4441,0.207,0.145,1.2779,115,163.7,36.5,0.0,3.979
0.1206,0.2633,0.0921,0.2965,0.824,175,134.4,32.4,0.0,2.62
0.3473,0.479,0.2666,0.1796,1.9225,120,152.3,27.1,4.0,9.302
0.3639,0.4908,0.2044,0.2706,2.2239,102,162.9,21.6,4.0,9.813
0.3895,0.5057,0.2222,0.1455,2.4589,137,282.8,25.5,3.0,73.399
0.129,0.198,0.0759,0.2788,0.7698,119,136.6,28.9,0.0,2.543
0.1822,0.3307,0.1088,0.047,0.7477,104,75.1,34.1,2.0,1.649
0.3608,0.4344,0.2393,0.1183,2.0351,121,139.9,27.3,3.0,71.613
0.3751,0.4364,0.2832,0.2745,1.7701,162,175.4,28.3,1.0,5.181
0.3197,0.4298,0.2451,0.0936,1.6128,132,334.4,36.4,1.0,4.71
0.3858,0.507,0.2412,0.1876,1.453,115,191.1,27.7,4.0,9.628
0.3182,0.39,0.1864,0.343,1.3018,173,50.9,28.0,0.0,3.435
0.3501,0.411,0.1934,0.2688,2.1944,119,361.5,32.2,1.0,4.05
0.3054,0.4229,0.2133,0.3397,2.108,171,256.5,28.1,3.0,63.739
0.3594,0.448,0.2536,0.2231,1.419,104,114.4,18.1,4.0,9.162
0.2581,0.3499,0.1897,0.1884,1.5036,174,163.2,23.6,0.0,3.04
0.2856,0.4167,0.2137,0.271,1.365,141,99.2,22.9,3.0,57.549
0.1635,0.2066,0.1272,0.2081,1.0373,183,299.5,34.7,3.0,43.888
0.3454,0.4591,0.2151,0.2983,2.1634,152,107.1,18.3,2.0,1.959
0.4008,0.4507,0.2975,0.2636,1.6789,140,187.1,23.2,4.0,9.667
0.4119,0.5244,0.2644,0.1587,1.6031,180,334.6,22.3,1.0,5.3
0.1893,0.2892,0.1368,0.2025,1.056,150,72.9,22.6,2.0,1.669
0.2222,0.2947,0.1656,0.2729,1.4711,149,53.3,34.9,0.0,3.126
0.165,0.2498,0.1215,0.1611,0.6505,137,106.7,36.7,2.0,1.354
0.1596,0.2308,0.0925,0.0867,0.8837,183,61.5,29.4,2.0,1.365
0.2387,0.296,0.169,0.3372,1.1092,136,354.7,30.4,1.0,3.781
0.204,0.3312,0.1436,0.2867,0.7813,183,68.9,23.4,2.0,1.468
0.3791,0.4339,0.2468,0.1321,1.9638,152,189.1,28.0,0.0,3.548
0.1644,0.2397,0.1187,0.3139,0.8675,133,154.1,23.7,0.0,3.067
0.2904,0.3929,0.1863,0.1339,1.5503,177,85.5,18.1,0.0,3.604
0.3001,0.4471,0.2224,0.2437,1.5898,153,109.8,29.0,4.0,7.851
0.2971,0.3995,0.201,0.1758,2.0066,178,143.3,18.7,3.0,62.8
0.1674,0.2596,0.1115,0.2759,0.9145,119,34.2,34.9,2.0,1.516
0.3821,0.5179,0.2446,0.1678,1.3479,143,139.6,25.7,4.0,9.409
0.2695,0.3592,0.1555,0.3153,1.7407,118,123.7,28.4,3.0,60.74
0.3542,0.492,0.2383,0.0676,1.3752,176,156.7,21.8,1.0,5.041
0.3871,0.5282,0.3018,0.0618,1.4411,176,71.8,26.8,0.0,3.905
0.1858,0.2451,0.142,0.1643,0.8289,161,351.0,33.7,1.0,3.454
0.2967,0.3861,0.1867,0.0916,1.7643,137,152.7,28.4,3.0,58.568
0.3195,0.4198,0.1923,0.2048,1.2963,151,250.8,27.7,3.0,65.442
0.2417,0.3803,0.1529,0.3333,1.2826,103,112.5,18.0,1.0,4.424
0.1973,0.2621,0.1498,0.0686,1.3778,116,237.4,32.5,3.0,49.291
0.4102,0.48,0.2316,0.1289,2.3214,179,70.5,25.0,4.0,10.523
0.3121,0.4054,0.2055,0.1262,1.3655,162,119.6,36.8,2.0,1.647
0.318,0.4412,0.1919,0.3134,1.3125,156,181.4,19.9,0.0,3.748
0.1842,0.2851,0.1196,0.1969,0.9517,130,104.1,18.3,1.0,3.445
0.3383,0.3895,0.187,0.2567,1.7091,163,70.2,37.8,2.0,1.885
0.1617,0.2027,0.115,0.1951,1.1039,127,70.4,37.7,2.0,1.161
0.2561,0.3181,0.1492,0.2808,1.44,177,158.6,25.8,3.0,50.168
0.1512,0.2109,0.0923,0.2545,0.5663,124,93.0,33.9,2.0,1.202
0.3467,0.4256,0.2686,0.1588,2.1637,143,170.1,26.9,0.0,4.043
0.4045,0.554,0.3027,0.1455,1.701,174,184.5,27.1,3.0,75.13
0.1694,0.2502,0.0941,0.1783,0.994,184,116.0,21.4,4.0,5.325
0.1893,0.2962,0.1431,0.3201,1.0952,173,87.5,31.8,2.0,1.462
0.2943,0.3967,0.2023,0.145,1.942,127,84.5,18.1,3.0,58.495
0.2155,0.3052,0.1382,0.0923,1.4628,133,102.6,33.4,2.0,1.455
0.3293,0.4541,0.1876,0.199,1.9479,130,103.7,22.9,0.0,3.501
0.3087,0.3502,0.2107,0.1434,1.9186,178,158.4,26.9,4.0,8.012
0.1899,0.236,0.1096,0.0987,0.7883,120,53.5,21.7,2.0,1.562
0.3177,0.4162,0.1852,0.1153,1.3447,184,54.9,25.1,2.0,1.904
0.2404,0.3003,0.1665,0.2122,1.2119,105,286.3,34.4,3.0,53.271
0.2964,0.4415,0.2065,0.0624,1.4695,164,328.3,19.0,1.0,3.768
0.2038,0.2708,0.1238,0.2513,1.1855,123,240.8,22.3,1.0,3.176
0.3935,0.5111,0.2437,0.0757,2.4439,142,135.8,26.0,4.0,10.417
0.3811,0.4956,0.2576,0.2474,2.3795,152,165.9,25.4,3.0,69.01
0.4052,0.5127,0.2242,0.1435,2.0157,148,278.4,30.7,1.0,5.439
0.3015,0.43,0.1959,0.0676,1.8429,144,186.5,23.1,0.0,3.931
0.3248,0.4614,0.2183,0.1797,1.3105,176,118.0,32.8,2.0,1.748
0.3377,0.4379,0.1883,0.1963,2.2445,184,149.7,28.9,0.0,3.817
0.1868,0.2809,0.1419,0.2312,1.1195,141,109.0,31.9,2.0,1.184
0.3355,0.3855,0.2086,0.1766,1.3443,161,204.8,30.7,3.0,74.704
0.2114,0.2515,0.1644,0.276,0.8588,158,85.0,32.5,3.0,48.48
0.3666,0.4754,0.2256,0.3465,2.3881,173,121.3,21.4,2.0,2.04
0.1388,0.2316,0.0878,0.1009,0.6917,141,170.4,27.0,0.0,2.996
0.3586,0.4028,0.2518,0.2619,2.1438,153,76.9,23.4,4.0,10.03
0.2577,0.3525,0.146,0.322,1.6275,150,156.8,36.1,4.0,7.863
0.2028,0.3204,0.1195,0.3284,1.033,130,76.2,26.3,2.0,1.402
0.2968,0.3961,0.1817,0.2761,1.7182,179,119.6,30.3,2.0,1.621
0.3629,0.4143,0.2099,0.127,2.0164,181,160.9,26.6,3.0,67.332
0.2305,0.2789,0.1346,0.3377,1.4976,112,145.7,36.1,2.0,1.622
0.1294,0.261,0.0892,0.2571,0.5274,156,83.8,37.5,0.0,2.022
0.3628,0.4676,0.2521,0.3372,2.0291,150,335.4,33.3,1.0,4.527
0.2862,0.4001,0.1718,0.3332,1.3572,155,305.3,31.3,1.0,4.074
0.3985,0.4412,0.2974,0.154,2.1948,102,157.2,18.3,4.0,9.215
0.3006,0.4291,0.2294,0.0584,1.6687,102,107.4,25.8,4.0,9.217
0.186,0.3235,0.1412,0.1191,1.2713,156,278.0,31.2,3.0,47.44
0.2389,0.3678,0.1797,0.3406,1.2039,111,110.1,18.2,1.0,4.024
0.2051,0.3086,0.1309,0.2436,1.3267,128,106.5,18.7,2.0,1.765
0.4237,0.4921,0.293,0.1956,1.9488,126,145.7,20.1,4.0,10.134
0.2806,0.421,0.1999,0.2774,1.2078,142,216.8,32.1,3.0,63.471
0.3906,0.4887,0.2498,0.0455,1.586,167,194.1,28.2,0.0,4.448
0.4297,0.5446,0.3165,0.2539,1.8589,136,197.0,37.8,4.0,10.548
0.3905,0.5109,0.2273,0.0808,1.5058,135,238.8,34.9,1.0,4.652
0.2485,0.3397,0.1467,0.0854,1.2452,102,110.1,29.3,0.0,3.076
0.2407,0.2913,0.1671,0.0701,1.2606,146,151.3,33.2,4.0,7.457
0.2373,0.2995,0.1482,0.0921,1.3396,141,104.2,36.3,2.0,1.58
0.3737,0.4532,0.228,0.2312,1.4484,128,125.5,35.5,1.0,4.677
0.2234,0.2805,0.141,0.2487,1.2462,181,137.8,34.4,4.0,5.858
0.3645,0.4534,0.2617,0.3249,2.3618,106,285.4,33.6,3.0,67.847
0.3626,0.4051,0.2327,0.0655,2.0999,103,123.8,32.1,4.0,8.219
0.133,0.1816,0.0903,0.1348,0.5536,141,74.2,35.5,0.0,2.366
0.293,0.3353,0.2064,0.2284,1.4648,143,157.4,30.2,4.0,9.001
0.1312,0.1803,0.0914,0.1746,0.7727,148,97.8,34.6,3.0,41.189
0.2848,0.4265,0.1992,0.1431,1.0912,121,136.4,29.1,0.0,3.529
0.3783,0.4502,0.2226,0.0553,1.6707,124,227.0,28.8,3.0,73.017
0.2543,0.3103,0.1916,0.1558,1.6448,136,102.9,31.7,1.0,3.657
0.1876,0.2278,0.1303,0.1493,0.9373,152,79.2,34.0,4.0,7.832
0.2563,0.3093,0.1874,0.155,1.3557,165,34.7,34.7,2.0,1.472
0.2606,0.3284,0.1481,0.1477,1.4477,153,125.8,29.0,3.0,52.828
0.1371,0.2236,0.0853,0.0908,0.6903,160,77.0,18.4,0.0,2.615
0.3896,0.4821,0.2622,0.2762,2.3876,167,174.2,20.2,0.0,3.867
0.252,0.2941,0.1789,0.2838,1.4274,123,114.7,24.1,4.0,6.873
0.1704,0.3089,0.1309,0.1155,1.1797,145,388.6,29.6,1.0,3.211
0.4479,0.5905,0.3217,0.1499,1.7152,165,161.3,18.2,4.0,11.431
0.1347,0.2803,0.0942,0.1095,0.5295,137,120.9,21.7,0.0,2.194
0.1451,0.2621,0.1077,0.0711,0.9286,164,297.6,28.0,3.0,39.259
0.3063,0.4419,0.2293,0.2358,1.3937,155,232.7,26.5,3.0,60.471
0.2994,0.4288,0.1799,0.1689,1.9551,147,147.4,29.5,4.0,7.17
0.3414,0.4089,0.2641,0.2852,2.169,131,198.9,34.5,3.0,65.563
0.1955,0.3127,0.127,0.2631,1.1613,172,102.7,36.6,2.0,1.631
0.2817,0.4061,0.1934,0.1251,1.1225,110,177.4,31.7,4.0,8.527
0.1571,0.2314,0.0972,0.2438,0.9029,140,134.9,23.5,0.0,2.844
0.1295,0.1984,0.08,0.2178,0.4834,169,194.0,31.6,0.0,1.929
0.3206,0.4447,0.1955,0.2401,1.3245,153,96.4,22.6,2.0,1.893
0.1882,0.3321,0.1202,0.0875,0.8867,138,35.2,22.7,2.0,1.362
0.2772,0.3898,0.1648,0.1641,1.2207,121,180.7,22.3,0.0,3.221
0.2778,0.3931,0.1626,0.264,1.0236,163,171.0,24.6,0.0,3.186
0.3845,0.5195,0.2656,0.0914,2.1355,163,166.8,31.2,4.0,10.193
0.2071,0.3109,0.1598,0.2787,0.9075,118,85.4,36.8,0.0,2.713
0.1114,0.1648,0.0613,0.2548,0.7635,148,149.0,35.2,2.0,1.376
0.2242,0.2877,0.1686,0.3344,1.5597,128,148.0,25.0,0.0,2.525
0.3227,0.4404,0.2498,0.3121,1.9712,150,103.3,24.9,0.0,3.876
0.3997,0.4409,0.2991,0.2787,2.3238,172,279.8,34.8,1.0,5.506
0.2097,0.2545,0.1482,0.0968,0.9907,110,199.8,27.0,0.0,2.72
0.1297,0.2606,0.0755,0.082,0.857,123,95.3,19.9,2.0,1.164
0.1932,0.337,0.1467,0.3409,1.0442,170,72.7,25.1,4.0,6.424
0.292,0.4395,0.2188,0.0792,1.5768,100,175.3,37.8,4.0,8.479
0.3473,0.4241,0.2134,0.2861,2.2759,164,146.8,18.7,1.0,4.379
0.3231,0.4416,0.2249,0.2653,1.2812,113,234.2,18.1,3.0,69.364
0.2268,0.3475,0.1667,0.1533,1.2884,145,308.2,19.8,1.0,3.49
0.3405,0.4617,0.1905,0.1944,1.6931,139,176.8,28.4,4.0,8.54
0.3808,0.4836,0.2725,0.2472,1.5767,156,99.8,30.1,4.0,9.137
0.3846,0.5304,0.2721,0.2398,2.0551,109,292.4,25.7,3.0,68.141
0.4036,0.4828,0.2878,0.1674,2.2043,181,205.1,23.6,1.0,5.441
0.3852,0.4502,0.2365,0.1066,1.5494,157,139.0,19.9,4.0,8.877
0.4492,0.5891,0.3143,0.1038,2.4462,167,168.8,37.8,4.0,10.298
0.2259,0.2709,0.1385,0.206,1.1091,169,201.0,35.7,3.0,50.818
0.1547,0.3032,0.1176,0.1734,0.9352,175,60.0,21.0,4.0,6.398
0.2459,0.3792,0.1481,0.2755,1.0723,176,99.5,28.3,4.0,7.804
0.402,0.4561,0.2562,0.2642,1.5311,132,226.4,28.9,3.0,70.84
0.3016,0.387,0.2297,0.2423,1.4668,147,157.9,29.8,3.0,63.557
0.202,0.3113,0.1153,0.2771,1.4009,174,147.1,31.8,4.0,8.315
0.3531,0.4481,0.2159,0.1851,1.5015,163,190.0,37.7,3.0,71.709
0.1141,0.1552,0.0831,0.2786,0.4602,173,180.3,32.9,0.0,2.224
0.4176,0.5031,0.2858,0.1582,1.6905,103,243.8,33.8,1.0,5.772
0.3208,0.4468,0.2426,0.1035,2.2297,173,131.2,24.1,2.0,1.793
0.3689,0.4561,0.2689,0.1486,1.4559,116,38.9,22.9,2.0,1.892
0.2807,0.4207,0.1925,0.3355,1.3198,176,71.0,26.6,2.0,1.949
0.3065,0.3915,0.1982,0.0864,1.5846,136,150.0,37.0,1.0,4.183
0.4095,0.5538,0.2714,0.3015,2.7438,131,53.3,32.5,4.0,9.954
0.3577,0.4638,0.2337,0.2684,1.3673,147,196.8,33.4,0.0,3.639
0.291,0.3672,0.1902,0.1866,1.06,151,55.9,21.7,0.0,3.631
0.1511,0.2228,0.0982,0.0739,0.6312,112,299.4,18.8,3.0,42.87
0.4474,0.5292,0.2859,0.3084,1.8386,145,122.1,24.4,4.0,10.789
0.1956,0.2359,0.1473,0.1549,1.3147,103,88.3,36.0,3.0,43.11
0.2313,0.3529,0.1515,0.3237,1.1328,126,350.5,23.7,1.0,3.768
0.2671,0.3191,0.1937,0.1913,1.4727,182,115.0,22.0,4.0,7.7
0.3765,0.4492,0.2898,0.2982,1.861,140,181.4,30.6,3.0,72.382
0.1734,0.3101,0.1246,0.2175,0.8776,118,114.4,37.9,4.0,5.99
0.1407,0.2661,0.0811,0.1241,0.6651,155,53.7,30.6,2.0,1.173
0.394,0.4502,0.2666,0.2801,2.5617,118,134.7,32.3,3.0,73.427
0.2787,0.384,0.1911,0.1504,1.8325,176,111.5,23.3,2.0,1.821
0.1513,0.2161,0.1122,0.1923,0.5463,133,285.4,26.0,1.0,3.244
0.211,0.2548,0.1305,0.3193,1.0643,125,190.1,33.5,1.0,3.558
0.2181,0.293,0.1277,0.1429,1.4561,122,174.5,20.2,0.0,3.162
0.1218,0.2044,0.0928,0.1754,0.5783,179,96.6,31.1,0.0,2.758
0.3819,0.5133,0.2724,0.1164,1.6232,133,87.2,32.7,3.0,69.461
0.3589,0.5029,0.2746,0.0455,1.9012,107,286.0,28.1,3.0,76.489
0.2854,0.4081,0.2185,0.11,1.289,133,68.1,22.8,0.0,3.12
0.1614,0.2556,0.1246,0.1434,0.6594,162,57.9,33.0,2.0,1.472
0.1971,0.2834,0.1289,0.0866,0.8107,151,237.8,26.5,3.0,57.87
0.3911,0.4583,0.2381,0.2747,2.2131,160,218.3,32.5,1.0,5.4
0.3387,0.3884,0.1987,0.3373,1.4535,152,94.7,37.2,3.0,68.446
0.1696,0.3133,0.0997,0.2369,0.9922,115,58.3,22.3,4.0,5.888
0.2173,0.3078,0.155,0.055,0.9518,183,181.8,23.2,0.0,2.793
0.2049,0.324,0.1274,0.1941,1.3356,156,356.6,24.6,1.0,3.422
0.2405,0.3301,0.1809,0.2168,1.3029,138,176.6,26.4,3.0,55.427
0.1168,0.2576,0.0887,0.0873,0.7429,183,56.9,34.6,2.0,1.087
0.3926,0.494,0.2647,0.0827,2.0018,121,279.4,32.0,1.0,4.47
0.2719,0.3376,0.2092,0.3372,1.2681,133,65.1,24.0,0.0,3.448
0.2891,0.3692,0.1811,0.302,1.6369,176,134.2,21.2,2.0,1.456
0.1224,0.2379,0.0805,0.0937,0.4633,127,103.3,25.3,0.0,2.277
0.3997,0.441,0.2765,0.2551,2.4444,142,229.4,35.5,3.0,71.304
0.3601,0.4466,0.2146,0.0966,1.4489,119,241.7,18.3,3.0,66.954
0.3827,0.4591,0.231,0.1726,1.9864,128,342.1,19.1,1.0,5.099
0.3284,0.3833,0.2453,0.2567,1.4826,112,47.3,34.8,2.0,1.964
0.283,0.4163,0.172,0.0634,1.9471,126,119.9,27.5,0.0,3.224
0.1963,0.3094,0.1205,0.2109,0.8863,103,114.5,29.7,4.0,6.312
0.3433,0.4185,0.2242,0.3228,1.3546,125,89.6,32.8,3.0,65.68
0.3656,0.497,0.2279,0.3492,2.3539,160,135.6,25.3,3.0,72.323
0.4047,0.5134,0.2505,0.0477,1.9896,171,269.8,19.7,3.0,77.685
0.2057,0.3397,0.158,0.3196,0.7295,129,148.6,22.3,0.0,2.341
0.4471,0.5599,0.2655,0.2053,1.6604,161,173.2,24.5,4.0,10.764
0.1238,0.1983,0.0852,0.1066,0.5951,130,118.8,20.7,0.0,2.331
0.4202,0.4773,0.2396,0.3425,2.0774,170,172.3,36.4,4.0,10.348
0.1765,0.2862,0.1246,0.1537,0.8485,164,88.6,33.2,2.0,1.353
0.239,0.3838,0.146,0.2987,0.8528,134,46.4,23.2,2.0,1.551
0.1403,0.251,0.0976,0.2774,0.8189,152,127.0,18.4,2.0,1.424
0.4022,0.4451,0.2739,0.0653,1.8804,148,188.3,32.0,3.0,73.031
0.1361,0.2226,0.0846,0.2819,0.8544,164,177.1,26.0,0.0,2.124
0.3124,0.461,0.1991,0.265,1.6367,158,165.4,37.0,0.0,3.243
0.376,0.4293,0.2506,0.1521,2.033,162,72.0,23.0,4.0,8.911
0.4002,0.5414,0.302,0.0654,2.309,141,155.4,28.9,4.0,9.993
0.2846,0.4,0.1775,0.2444,1.8728,163,91.7,32.4,2.0,1.639
0.256,0.3671,0.1871,0.0922,1.7831,158,69.9,21.7,0.0,3.497
0.3044,0.3889,0.1842,0.2795,1.4448,122,218.5,37.4,3.0,62.865
0.2193,0.2841,0.1261,0.245,1.2018,134,380.9,30.8,1.0,4.477
0.3302,0.4155,0.2111,0.1308,1.243,146,69.5,34.2,4.0,9.527
0.3596,0.5053,0.2797,0.2245,1.3687,105,142.1,35.1,0.0,4.311
0.3499,0.4204,0.2028,0.0586,2.4399,145,108.9,31.1,2.0,2.007
0.2333,0.3506,0.1816,0.2719,1.0325,116,229.9,24.0,1.0,3.871
0.1628,0.233,0.1085,0.3446,0.6886,119,171.6,18.1,1.0,2.882
0.2249,0.3694,0.1308,0.1152,1.1033,118,233.6,30.3,1.0,2.861
0.1247,0.1973,0.0788,0.0581,0.5399,125,33.3,18.8,2.0,1.21
0.2867,0.3883,0.1593,0.2329,1.4559,140,132.0,35.9,0.0,3.539
0.1933,0.2891,0.124,0.1652,0.8471,151,281.9,18.7,3.0,53.46
