location_id,location_name,province,year,season_name,season_type,crop_type,lat,lon,sensor,n_images,growing_days,rainfall_mm,temp_celsius,soil_moisture,ndvi,evi,ndwi,ndre,lai,bsi,ndvi_std,ndvi_min,ndvi_max,b2,b3,b4,b8,b11
PB09,Lodhran,Punjab,2022,Rabi_2022,rabi,wheat,29.5367,71.6314,S2,28,150,100,18.5,22.8,0.147,0.1139,-0.2206,0.087,0.297,0.1004,0.042,0.084,0.21,0.12777,0.16123,0.18776,0.25248,0.27739
PB10,Khanewal,Punjab,2022,Rabi_2022,rabi,sugarcane,30.3013,71.9325,S2,55,150,100,18.5,17.2,0.2483,0.1795,-0.3135,0.1645,0.527,0.0557,0.0572,0.1625,0.3341,0.10167,0.13377,0.15413,0.25596,0.24566
PB11,Rahim Yar Khan,Punjab,2022,Rabi_2022,rabi,sugarcane,28.4212,70.2957,S2,32,150,100,18.5,22.0,0.1478,0.1036,-0.2337,0.0849,0.298,0.1037,0.0422,0.0845,0.2111,0.11011,0.1424,0.17021,0.22924,0.24767
PB12,Sialkot,Punjab,2022,Rabi_2022,rabi,rice,32.4945,74.5229,S2,101,150,100,18.5,25.1,0.1237,0.0782,-0.1815,0.0732,0.247,0.0876,0.0386,0.0658,0.1816,0.10114,0.12263,0.13802,0.17701,0.19352
PB13,Kasur,Punjab,2022,Rabi_2022,rabi,wheat,31.1162,74.449,S2,27,150,100,18.5,24.8,0.1244,0.0824,-0.1869,0.0642,0.248,0.0983,0.0387,0.0663,0.1825,0.10736,0.12773,0.14519,0.18646,0.21267
PB14,Jhang,Punjab,2022,Rabi_2022,rabi,cotton,31.2681,72.3162,S2,27,150,100,18.5,23.4,0.1263,0.0852,-0.2096,0.0715,0.252,0.1037,0.0389,0.0679,0.1846,0.10776,0.13461,0.15978,0.20599,0.2266
PB15,Bahawalpur,Punjab,2022,Rabi_2022,rabi,cotton,29.3956,71.6836,S2,28,150,100,18.5,20.7,0.1948,0.1442,-0.2554,0.1284,0.402,0.0756,0.0492,0.121,0.2686,0.11369,0.1441,0.16375,0.24296,0.25124
SD01,Hyderabad,Sindh,2022,Rabi_2022,rabi,rice,25.396,68.3578,S2,35,150,100,22.0,17.4,0.2454,0.1948,-0.3095,0.1587,0.52,0.0578,0.0568,0.1602,0.3306,0.11659,0.15679,0.18014,0.29731,0.2845
SD02,Sukkur,Sindh,2022,Rabi_2022,rabi,wheat,27.7052,68.8574,S2,36,150,100,22.0,22.7,0.1339,0.1007,-0.2223,0.0765,0.268,0.1128,0.0401,0.0737,0.1941,0.12404,0.15796,0.18964,0.24826,0.2773
SD03,Larkana,Sindh,2022,Rabi_2022,rabi,rice,27.558,68.2247,S2,36,150,100,22.0,19.6,0.2113,0.1595,-0.2734,0.1357,0.44,0.0644,0.0517,0.1337,0.2888,0.11461,0.14277,0.16293,0.25021,0.25207
SD04,Nawabshah,Sindh,2022,Rabi_2022,rabi,cotton,26.2442,68.41,S2,36,150,100,22.0,23.3,0.1331,0.1024,-0.2114,0.0766,0.267,0.1027,0.04,0.0731,0.1931,0.12846,0.16253,0.19102,0.24967,0.27363
SD05,Mirpurkhas,Sindh,2022,Rabi_2022,rabi,rice,25.5279,69.0176,S2,70,150,100,22.0,22.3,0.141,0.103,-0.2275,0.0818,0.284,0.1091,0.0411,0.0793,0.2026,0.11813,0.14888,0.17808,0.23655,0.26348
SD06,Khairpur,Sindh,2022,Rabi_2022,rabi,sugarcane,27.5295,68.7592,S2,36,150,100,22.0,22.8,0.1423,0.1102,-0.2199,0.0854,0.286,0.092,0.0413,0.0804,0.2043,0.12836,0.16304,0.19144,0.25496,0.26954
SD07,Sanghar,Sindh,2022,Rabi_2022,rabi,cotton,26.0423,68.9499,S2,35,150,100,22.0,19.6,0.1952,0.1442,-0.2738,0.1268,0.403,0.0841,0.0493,0.1213,0.2692,0.11173,0.14853,0.17543,0.26051,0.26514
SD08,Jacobabad,Sindh,2022,Rabi_2022,rabi,wheat,28.2769,68.4376,S2,35,150,100,22.0,22.3,0.148,0.1143,-0.2286,0.0854,0.299,0.1021,0.0422,0.0847,0.2113,0.1269,0.15931,0.18829,0.25372,0.27889
SD09,Umerkot,Sindh,2022,Rabi_2022,rabi,cotton,25.3616,69.7362,S2,64,150,100,22.0,22.1,0.1481,0.1208,-0.232,0.0896,0.299,0.1048,0.0422,0.0848,0.2114,0.13747,0.17612,0.20963,0.28254,0.30873
SD10,Badin,Sindh,2022,Rabi_2022,rabi,rice,24.6558,68.8413,S2,35,150,100,22.0,21.2,0.1714,0.1258,-0.2473,0.1041,0.35,0.0935,0.0457,0.1028,0.2399,0.11446,0.14877,0.17439,0.24655,0.26112
KP01,Peshawar,KP,2022,Rabi_2022,rabi,wheat,34.0151,71.5249,S2,25,150,100,14.0,17.7,0.2321,0.1501,-0.305,0.1495,0.488,0.0664,0.0548,0.1499,0.3143,0.08853,0.11647,0.13628,0.21867,0.21461
KP02,Mardan,KP,2022,Rabi_2022,rabi,sugarcane,34.201,72.0476,S2,103,150,100,14.0,22.8,0.1686,0.1133,-0.2194,0.103,0.344,0.0802,0.0453,0.1007,0.2365,0.10429,0.12706,0.1412,0.19847,0.21432
KP03,Charsadda,KP,2022,Rabi_2022,rabi,wheat,34.1483,71.7311,S2,25,150,100,14.0,21.9,0.181,0.1154,-0.2349,0.1104,0.371,0.0929,0.0471,0.1103,0.2516,0.09501,0.12014,0.13446,0.19391,0.21365
KP04,Swabi,KP,2022,Rabi_2022,rabi,sugarcane,34.1214,72.4698,S2,52,150,100,14.0,19.9,0.2274,0.1554,-0.2682,0.1469,0.477,0.0559,0.0541,0.1462,0.3085,0.09964,0.1233,0.13451,0.21369,0.21591
KP05,Nowshera,KP,2022,Rabi_2022,rabi,rice,34.0153,71.9746,S2,103,150,100,14.0,23.5,0.1561,0.1058,-0.2081,0.0945,0.316,0.0817,0.0434,0.091,0.2212,0.10646,0.13231,0.14734,0.20184,0.21585
KP06,Swat,KP,2022,Rabi_2022,rabi,rice,34.7717,72.36,S2,95,150,100,14.0,24.5,0.1279,0.0847,-0.1911,0.0717,0.256,0.1022,0.0392,0.0691,0.1867,0.10614,0.13166,0.14992,0.19388,0.21844
KP07,Malakand,KP,2022,Rabi_2022,rabi,wheat,34.5683,71.9308,S2,95,150,100,14.0,13.0,0.3466,0.2029,-0.3836,0.2331,0.776,0.0313,0.072,0.2386,0.4546,0.06636,0.09202,0.10023,0.20655,0.19035
KP08,Bannu,KP,2022,Rabi_2022,rabi,cotton,32.9847,70.6041,S2,26,150,100,14.0,23.6,0.1285,0.0863,-0.2074,0.0735,0.257,0.1156,0.0393,0.0696,0.1875,0.10668,0.13597,0.15998,0.20714,0.2359
KP09,Dera Ismail Khan,KP,2022,Rabi_2022,rabi,wheat,31.8335,70.9016,S2,26,150,100,14.0,25.7,0.0866,0.0609,-0.1715,0.0416,0.17,0.1321,0.033,0.0371,0.1361,0.11891,0.15227,0.18099,0.21532,0.25494
KP10,Abbottabad,KP,2022,Rabi_2022,rabi,wheat,34.1558,73.2194,S2,22,150,100,14.0,10.2,0.3973,0.2372,-0.4299,0.2654,0.916,0.0285,0.0796,0.2779,0.5167,0.06309,0.08725,0.09439,0.21886,0.20409
BL01,Quetta,Balochistan,2022,Rabi_2022,rabi,wheat,30.1798,66.975,S2,56,150,100,12.0,27.1,0.0672,0.058,-0.149,0.0346,0.131,0.1253,0.0301,0.0221,0.1123,0.1634,0.2048,0.24173,0.27654,0.32426
BL02,Turbat,Balochistan,2022,Rabi_2022,rabi,mango,26.0028,63.042,S2,51,150,100,12.0,20.2,0.2114,0.1852,-0.2626,0.1415,0.44,0.0734,0.0517,0.1338,0.289,0.14126,0.17949,0.20005,0.30732,0.31963
BL03,Hub,Balochistan,2022,Rabi_2022,rabi,cotton,25.3847,66.9875,S2,64,150,100,12.0,16.8,0.2385,0.1423,-0.3196,0.1658,0.504,0.1831,0.0558,0.1548,0.3222,0.07535,0.10795,0.12871,0.20934,0.28364
BL04,Nasirabad,Balochistan,2022,Rabi_2022,rabi,rice,29.2,68.4,S2,60,150,100,12.0,21.4,0.1127,0.0988,-0.2432,0.0605,0.224,0.1864,0.0369,0.0573,0.1681,0.16583,0.22645,0.29661,0.37199,0.48758
BL05,Pishin,Balochistan,2022,Rabi_2022,rabi,wheat,30.5833,66.9833,S2,56,150,100,12.0,23.6,0.1048,0.0929,-0.2067,0.0617,0.207,0.1368,0.0357,0.0513,0.1583,0.1677,0.22463,0.27684,0.34165,0.39402
BL06,Khuzdar,Balochistan,2022,Rabi_2022,rabi,wheat,27.8167,66.6167,S2,28,150,100,12.0,23.4,0.1251,0.1097,-0.2106,0.074,0.25,0.1236,0.0388,0.0669,0.1833,0.15904,0.2093,0.24962,0.32098,0.36578
BL07,Sibi,Balochistan,2022,Rabi_2022,rabi,wheat,29.5432,67.877,S2,27,150,100,12.0,19.0,0.1974,0.1503,-0.2831,0.1293,0.408,0.1002,0.0496,0.123,0.2718,0.11588,0.15899,0.19075,0.28455,0.29892
BL08,Loralai,Balochistan,2022,Rabi_2022,rabi,wheat,30.37,68.59,S2,55,150,100,12.0,25.3,0.0876,0.0801,-0.1786,0.0447,0.172,0.1411,0.0331,0.0379,0.1372,0.1783,0.23272,0.28013,0.33389,0.40033
PB01,Lahore,Punjab,2022,Kharif_2022,kharif,wheat,31.5204,74.3587,S2,24,165,280,32.0,19.6,0.2179,0.1632,-0.2725,0.1652,0.455,0.0775,0.0527,0.1389,0.2969,0.11197,0.14514,0.163,0.25385,0.26427
PB02,Faisalabad,Punjab,2022,Kharif_2022,kharif,cotton,31.4187,73.0791,S2,23,165,280,32.0,22.3,0.1521,0.1027,-0.2283,0.1087,0.308,0.1074,0.0428,0.0879,0.2163,0.10454,0.13406,0.15706,0.21339,0.23739
PB03,Multan,Punjab,2022,Kharif_2022,kharif,wheat,30.1978,71.4711,S2,25,165,280,32.0,24.2,0.0983,0.0749,-0.1964,0.0703,0.194,0.1408,0.0347,0.0462,0.1503,0.13186,0.1713,0.2094,0.25504,0.30431
PB04,Gujranwala,Punjab,2022,Kharif_2022,kharif,rice,32.1877,74.1945,S2,49,165,280,32.0,24.7,0.1267,0.0908,-0.1886,0.0916,0.253,0.1057,0.039,0.0682,0.1852,0.11774,0.14602,0.16578,0.2139,0.24423
PB05,Sheikhupura,Punjab,2022,Kharif_2022,kharif,rice,31.7167,73.985,S2,102,165,280,32.0,21.3,0.1801,0.127,-0.2443,0.1319,0.369,0.1002,0.047,0.1096,0.2506,0.10787,0.13792,0.15777,0.22708,0.25175
PB06,Okara,Punjab,2022,Kharif_2022,kharif,wheat,30.8101,73.449,S2,45,165,280,32.0,20.4,0.1892,0.1398,-0.2602,0.1347,0.39,0.0977,0.0484,0.1166,0.2618,0.11297,0.14952,0.17368,0.25471,0.27368
PB07,Sahiwal,Punjab,2022,Kharif_2022,kharif,cotton,30.6706,73.1064,S2,47,165,280,32.0,16.6,0.2584,0.1882,-0.3228,0.1879,0.551,0.0755,0.0588,0.1702,0.3466,0.10014,0.1389,0.15992,0.27134,0.27227
PB08,Vehari,Punjab,2022,Kharif_2022,kharif,cotton,30.0454,72.3519,S2,24,165,280,32.0,21.9,0.163,0.1307,-0.2342,0.1262,0.331,0.1081,0.0445,0.0963,0.2298,0.13175,0.17,0.19718,0.27396,0.30683
PB09,Lodhran,Punjab,2022,Kharif_2022,kharif,wheat,29.5367,71.6314,S2,24,165,280,32.0,22.3,0.1591,0.1334,-0.2278,0.1154,0.323,0.1146,0.0439,0.0932,0.2249,0.14139,0.18341,0.21158,0.29162,0.33348
PB10,Khanewal,Punjab,2022,Kharif_2022,kharif,sugarcane,30.3013,71.9325,S2,49,165,280,32.0,16.3,0.2602,0.2039,-0.3287,0.1862,0.556,0.0751,0.059,0.1717,0.3487,0.11122,0.15508,0.18018,0.30694,0.30593
PB11,Rahim Yar Khan,Punjab,2022,Kharif_2022,kharif,sugarcane,28.4212,70.2957,S2,25,165,280,32.0,21.4,0.1705,0.1303,-0.2428,0.1194,0.348,0.1021,0.0456,0.1021,0.2389,0.12169,0.15706,0.18267,0.25778,0.28306
PB12,Sialkot,Punjab,2022,Kharif_2022,kharif,rice,32.4945,74.5229,S2,95,165,280,32.0,24.5,0.1344,0.095,-0.1918,0.1052,0.269,0.1126,0.0402,0.0741,0.1947,0.11496,0.14201,0.1598,0.20941,0.24692
PB13,Kasur,Punjab,2022,Kharif_2022,kharif,wheat,31.1162,74.449,S2,24,165,280,32.0,23.0,0.1354,0.0978,-0.2167,0.0969,0.272,0.1442,0.0403,0.0749,0.1958,0.11679,0.15116,0.1788,0.2348,0.29128
PB14,Jhang,Punjab,2022,Kharif_2022,kharif,cotton,31.2681,72.3162,S2,25,165,280,32.0,23.1,0.1323,0.1,-0.2145,0.0962,0.265,0.116,0.0398,0.0726,0.192,0.12515,0.16221,0.19218,0.2508,0.28242
PB15,Bahawalpur,Punjab,2022,Kharif_2022,kharif,cotton,29.3956,71.6836,S2,24,165,280,32.0,19.9,0.2146,0.1736,-0.2677,0.1639,0.448,0.09,0.0522,0.1363,0.2929,0.1254,0.16307,0.18251,0.28228,0.30579
SD01,Hyderabad,Sindh,2022,Kharif_2022,kharif,rice,25.396,68.3578,S2,25,165,280,35.0,18.6,0.2408,0.2147,-0.29,0.1685,0.509,0.0573,0.0561,0.1566,0.3249,0.14033,0.18949,0.21066,0.34429,0.33291
SD02,Sukkur,Sindh,2022,Kharif_2022,kharif,wheat,27.7052,68.8574,S2,26,165,280,35.0,23.5,0.1233,0.1022,-0.2088,0.0835,0.246,0.1181,0.0385,0.0656,0.181,0.14539,0.19032,0.22697,0.29081,0.32599
SD03,Larkana,Sindh,2022,Kharif_2022,kharif,rice,27.558,68.2247,S2,26,165,280,35.0,21.7,0.1762,0.1468,-0.2385,0.1222,0.361,0.0888,0.0464,0.1066,0.2458,0.13722,0.17845,0.20325,0.29021,0.30746
SD04,Nawabshah,Sindh,2022,Kharif_2022,kharif,cotton,26.2442,68.41,S2,26,165,280,35.0,24.0,0.1249,0.1079,-0.1992,0.0827,0.249,0.1084,0.0387,0.0668,0.183,0.15391,0.19743,0.23001,0.29564,0.32882
SD05,Mirpurkhas,Sindh,2022,Kharif_2022,kharif,rice,25.5279,69.0176,S2,44,165,280,35.0,24.1,0.1205,0.1036,-0.1978,0.0808,0.24,0.1096,0.0381,0.0633,0.1777,0.15367,0.19508,0.22864,0.29126,0.32584
SD06,Khairpur,Sindh,2022,Kharif_2022,kharif,sugarcane,27.5295,68.7592,S2,26,165,280,35.0,25.0,0.114,0.0995,-0.183,0.077,0.227,0.1025,0.0371,0.0583,0.1697,0.1577,0.20088,0.23135,0.29089,0.31967
SD07,Sanghar,Sindh,2022,Kharif_2022,kharif,cotton,26.0423,68.9499,S2,25,165,280,35.0,22.5,0.1611,0.1313,-0.2249,0.111,0.327,0.0955,0.0442,0.0948,0.2274,0.13529,0.17767,0.20286,0.28076,0.30105
SD08,Jacobabad,Sindh,2022,Kharif_2022,kharif,wheat,28.2769,68.4376,S2,29,165,280,35.0,23.5,0.1288,0.1085,-0.2085,0.0868,0.258,0.1136,0.0393,0.0698,0.1878,0.14784,0.19309,0.22753,0.29484,0.32865
SD09,Umerkot,Sindh,2022,Kharif_2022,kharif,cotton,25.3616,69.7362,S2,38,165,280,35.0,24.2,0.1243,0.1155,-0.1971,0.0828,0.248,0.1052,0.0386,0.0664,0.1822,0.17145,0.21624,0.25112,0.3224,0.35881
SD10,Badin,Sindh,2022,Kharif_2022,kharif,rice,24.6558,68.8413,S2,19,165,280,35.0,22.6,0.17,0.1425,-0.2229,0.1106,0.347,0.084,0.0455,0.1018,0.2383,0.1392,0.17774,0.1984,0.27969,0.29736
KP01,Peshawar,KP,2022,Kharif_2022,kharif,wheat,34.0151,71.5249,S2,23,165,280,28.0,19.2,0.2012,0.1448,-0.2796,0.1502,0.417,0.0968,0.0502,0.1259,0.2765,0.10695,0.14069,0.16619,0.24989,0.26718
KP02,Mardan,KP,2022,Kharif_2022,kharif,sugarcane,34.201,72.0476,S2,94,165,280,28.0,21.0,0.2087,0.1549,-0.2505,0.1595,0.434,0.0834,0.0513,0.1318,0.2856,0.11286,0.14218,0.15529,0.23721,0.25845
KP03,Charsadda,KP,2022,Kharif_2022,kharif,wheat,34.1483,71.7311,S2,23,165,280,28.0,21.8,0.1805,0.1344,-0.2363,0.1319,0.37,0.1035,0.0471,0.1098,0.2511,0.11654,0.14852,0.16689,0.24043,0.2725
KP04,Swabi,KP,2022,Kharif_2022,kharif,sugarcane,34.1214,72.4698,S2,47,165,280,28.0,19.0,0.2397,0.1799,-0.2829,0.1825,0.506,0.085,0.056,0.1557,0.3237,0.10986,0.14173,0.15552,0.25358,0.27544
KP05,Nowshera,KP,2022,Kharif_2022,kharif,rice,34.0153,71.9746,S2,92,165,280,28.0,24.8,0.1314,0.1006,-0.1862,0.1001,0.263,0.1033,0.0397,0.0718,0.1909,0.12819,0.16055,0.17963,0.23399,0.266
KP06,Swat,KP,2022,Kharif_2022,kharif,rice,34.7717,72.36,S2,89,165,280,28.0,24.4,0.136,0.1012,-0.1938,0.097,0.273,0.1142,0.0404,0.0754,0.1966,0.12276,0.15213,0.17136,0.22529,0.26645
KP07,Malakand,KP,2022,Kharif_2022,kharif,wheat,34.5683,71.9308,S2,89,165,280,28.0,11.2,0.4103,0.2793,-0.4141,0.29,0.953,0.0107,0.0815,0.2881,0.5325,0.07594,0.10493,0.1059,0.25327,0.23043
KP08,Bannu,KP,2022,Kharif_2022,kharif,cotton,32.9847,70.6041,S2,22,165,280,28.0,24.0,0.1206,0.0896,-0.2006,0.0916,0.24,0.1397,0.0381,0.0634,0.1778,0.12392,0.15924,0.18769,0.23915,0.29329
KP09,Dera Ismail Khan,KP,2022,Kharif_2022,kharif,wheat,31.8335,70.9016,S2,22,165,280,28.0,26.6,0.0802,0.0623,-0.1575,0.0657,0.157,0.1499,0.032,0.0322,0.1282,0.13823,0.17624,0.20621,0.24215,0.30832
KP10,Abbottabad,KP,2022,Kharif_2022,kharif,wheat,34.1558,73.2194,S2,21,165,280,28.0,9.0,0.4498,0.3111,-0.4504,0.3296,1.071,-0.0005,0.0875,0.3185,0.581,0.07437,0.09805,0.09819,0.25874,0.23457
BL01,Quetta,Balochistan,2022,Kharif_2022,kharif,wheat,30.1798,66.975,S2,57,165,280,28.0,27.1,0.0745,0.072,-0.1477,0.046,0.145,0.1221,0.0312,0.0277,0.1213,0.19087,0.23622,0.27404,0.31813,0.37659
BL02,Turbat,Balochistan,2022,Kharif_2022,kharif,mango,26.0028,63.042,S2,51,165,280,28.0,22.6,0.1779,0.1731,-0.2232,0.1238,0.364,0.0857,0.0467,0.1079,0.248,0.17045,0.21481,0.23604,0.33822,0.36798
BL03,Hub,Balochistan,2022,Kharif_2022,kharif,cotton,25.3847,66.9875,S2,42,165,280,28.0,19.0,0.2445,0.1737,-0.2827,0.1656,0.518,0.1483,0.0567,0.1594,0.3296,0.10007,0.13776,0.14958,0.24636,0.31753
BL04,Nasirabad,Balochistan,2022,Kharif_2022,kharif,rice,29.2,68.4,S2,51,165,280,28.0,22.0,0.1095,0.0987,-0.2339,0.0716,0.217,0.1841,0.0364,0.0549,0.1641,0.17535,0.24102,0.31152,0.38816,0.50629
BL05,Pishin,Balochistan,2022,Kharif_2022,kharif,wheat,30.5833,66.9833,S2,59,165,280,28.0,24.0,0.1026,0.098,-0.2006,0.0612,0.203,0.1373,0.0354,0.0495,0.1557,0.19098,0.25361,0.31004,0.38093,0.44388
BL06,Khuzdar,Balochistan,2022,Kharif_2022,kharif,wheat,27.8167,66.6167,S2,26,165,280,28.0,21.2,0.1654,0.1513,-0.2469,0.115,0.337,0.1037,0.0448,0.0982,0.2326,0.16187,0.21406,0.2538,0.35443,0.38195
BL07,Sibi,Balochistan,2022,Kharif_2022,kharif,wheat,29.5432,67.877,S2,29,165,280,28.0,20.1,0.1754,0.1484,-0.2651,0.1245,0.359,0.119,0.0463,0.106,0.2449,0.14148,0.19584,0.23649,0.3371,0.37133
BL08,Loralai,Balochistan,2022,Kharif_2022,kharif,wheat,30.37,68.59,S2,54,165,280,28.0,24.6,0.1066,0.104,-0.1902,0.064,0.211,0.1307,0.036,0.0526,0.1606,0.19312,0.25135,0.29823,0.36939,0.43342
PB01,Lahore,Punjab,2023,Rabi_2023,rabi,wheat,31.5204,74.3587,S2,22,150,100,18.5,21.0,0.1956,0.1218,-0.2493,0.1269,0.404,0.077,0.0493,0.1217,0.2695,0.09224,0.11026,0.12345,0.18349,0.1983
PB02,Faisalabad,Punjab,2023,Rabi_2023,rabi,cotton,31.4187,73.0791,S2,23,150,100,18.5,22.1,0.1643,0.0924,-0.2311,0.1007,0.334,0.0836,0.0446,0.0974,0.2312,0.08295,0.10136,0.11647,0.16227,0.17348
PB03,Multan,Punjab,2023,Rabi_2023,rabi,wheat,30.1978,71.4711,S2,24,150,100,18.5,24.1,0.1156,0.0768,-0.1988,0.0603,0.23,0.1027,0.0373,0.0596,0.1715,0.10777,0.12994,0.15412,0.19441,0.21725
PB04,Gujranwala,Punjab,2023,Rabi_2023,rabi,rice,32.1877,74.1945,S2,40,150,100,18.5,23.7,0.1477,0.0871,-0.2042,0.0876,0.298,0.0791,0.0422,0.0844,0.211,0.09072,0.10917,0.12267,0.16518,0.17717
PB05,Sheikhupura,Punjab,2023,Rabi_2023,rabi,rice,31.7167,73.985,S2,81,150,100,18.5,20.5,0.1883,0.1133,-0.2579,0.1141,0.388,0.0813,0.0482,0.116,0.2606,0.08672,0.10897,0.12615,0.18468,0.19329
PB06,Okara,Punjab,2023,Rabi_2023,rabi,wheat,30.8101,73.449,S2,48,150,100,18.5,21.8,0.1722,0.1101,-0.2364,0.1105,0.352,0.0912,0.0458,0.1035,0.2409,0.09595,0.12041,0.13768,0.19498,0.21163
PB07,Sahiwal,Punjab,2023,Rabi_2023,rabi,cotton,30.6706,73.1064,S2,46,150,100,18.5,17.0,0.2575,0.1684,-0.3168,0.1738,0.549,0.0606,0.0586,0.1696,0.3454,0.08808,0.11464,0.13045,0.22095,0.21847
PB08,Vehari,Punjab,2023,Rabi_2023,rabi,cotton,30.0454,72.3519,S2,23,150,100,18.5,21.5,0.1688,0.1193,-0.2421,0.1102,0.344,0.1003,0.0453,0.1009,0.2368,0.10954,0.13884,0.16181,0.22753,0.25044
PB09,Lodhran,Punjab,2023,Rabi_2023,rabi,wheat,29.5367,71.6314,S2,25,150,100,18.5,22.3,0.1584,0.1202,-0.2286,0.0979,0.321,0.102,0.0438,0.0927,0.2241,0.12253,0.15292,0.17693,0.24355,0.27231
PB10,Khanewal,Punjab,2023,Rabi_2023,rabi,sugarcane,30.3013,71.9325,S2,47,150,100,18.5,16.0,0.2756,0.188,-0.3339,0.1837,0.593,0.0508,0.0613,0.1837,0.3676,0.09085,0.11884,0.13516,0.23799,0.22884
PB11,Rahim Yar Khan,Punjab,2023,Rabi_2023,rabi,sugarcane,28.4212,70.2957,S2,23,150,100,18.5,21.1,0.164,0.1105,-0.2491,0.0981,0.334,0.1034,0.0446,0.0971,0.2309,0.10229,0.13131,0.15688,0.21844,0.2378
PB12,Sialkot,Punjab,2023,Rabi_2023,rabi,rice,32.4945,74.5229,S2,78,150,100,18.5,25.0,0.1356,0.0838,-0.1828,0.0876,0.272,0.0819,0.0403,0.0751,0.1961,0.09855,0.11562,0.1274,0.16735,0.18593
PB13,Kasur,Punjab,2023,Rabi_2023,rabi,wheat,31.1162,74.449,S2,22,150,100,18.5,23.8,0.129,0.0806,-0.2038,0.0693,0.258,0.1132,0.0393,0.0701,0.188,0.09856,0.11829,0.13797,0.17883,0.21022
PB14,Jhang,Punjab,2023,Rabi_2023,rabi,cotton,31.2681,72.3162,S2,22,150,100,18.5,22.5,0.1466,0.0923,-0.2258,0.0908,0.296,0.105,0.042,0.0836,0.2096,0.09602,0.12061,0.14212,0.19097,0.21221
PB15,Bahawalpur,Punjab,2023,Rabi_2023,rabi,cotton,29.3956,71.6836,S2,25,150,100,18.5,19.5,0.2123,0.1476,-0.275,0.1428,0.442,0.0846,0.0518,0.1346,0.29,0.10209,0.12862,0.14696,0.2262,0.24203
SD01,Hyderabad,Sindh,2023,Rabi_2023,rabi,rice,25.396,68.3578,S2,25,150,100,22.0,15.7,0.2682,0.203,-0.3382,0.1751,0.575,0.0605,0.0602,0.1779,0.3585,0.10446,0.14341,0.16737,0.29002,0.27788
SD02,Sukkur,Sindh,2023,Rabi_2023,rabi,wheat,27.7052,68.8574,S2,26,150,100,22.0,22.2,0.1336,0.0957,-0.2303,0.0762,0.268,0.1238,0.04,0.0736,0.1936,0.11535,0.14789,0.18067,0.2364,0.27047
SD03,Larkana,Sindh,2023,Rabi_2023,rabi,rice,27.558,68.2247,S2,26,150,100,22.0,18.9,0.2169,0.155,-0.2846,0.1372,0.453,0.0777,0.0525,0.1381,0.2957,0.10472,0.13488,0.15588,0.24221,0.24947
SD04,Nawabshah,Sindh,2023,Rabi_2023,rabi,cotton,26.2442,68.41,S2,26,150,100,22.0,22.4,0.1338,0.0973,-0.2262,0.077,0.268,0.123,0.0401,0.0737,0.194,0.11779,0.15213,0.18418,0.24109,0.2754
SD05,Mirpurkhas,Sindh,2023,Rabi_2023,rabi,rice,25.5279,69.0176,S2,49,150,100,22.0,22.0,0.1413,0.099,-0.2332,0.0797,0.284,0.1187,0.0412,0.0795,0.2031,0.11103,0.14165,0.17141,0.22781,0.25874
SD06,Khairpur,Sindh,2023,Rabi_2023,rabi,sugarcane,27.5295,68.7592,S2,26,150,100,22.0,22.8,0.1405,0.1051,-0.2204,0.0791,0.283,0.1012,0.0411,0.0789,0.2021,0.12247,0.1553,0.18322,0.2431,0.26469
SD07,Sanghar,Sindh,2023,Rabi_2023,rabi,cotton,26.0423,68.9499,S2,25,150,100,22.0,19.1,0.2012,0.1374,-0.2817,0.1279,0.417,0.0911,0.0502,0.1259,0.2765,0.09828,0.13301,0.1578,0.23732,0.24503
SD08,Jacobabad,Sindh,2023,Rabi_2023,rabi,wheat,28.2769,68.4376,S2,23,150,100,22.0,22.8,0.1387,0.1046,-0.2203,0.0783,0.279,0.1084,0.0408,0.0775,0.1999,0.12412,0.15532,0.18389,0.2431,0.27265
SD09,Umerkot,Sindh,2023,Rabi_2023,rabi,cotton,25.3616,69.7362,S2,56,150,100,22.0,21.6,0.1485,0.1175,-0.2397,0.0889,0.3,0.1143,0.0423,0.0851,0.2119,0.13146,0.16901,0.20431,0.27556,0.30779
SD10,Badin,Sindh,2023,Rabi_2023,rabi,rice,24.6558,68.8413,S2,28,150,100,22.0,20.4,0.1749,0.1209,-0.2594,0.1055,0.358,0.1109,0.0462,0.1056,0.2442,0.10359,0.13873,0.16564,0.23589,0.25856
KP01,Peshawar,KP,2023,Rabi_2023,rabi,wheat,34.0151,71.5249,S2,14,150,100,14.0,18.7,0.2232,0.1499,-0.2885,0.1465,0.467,0.0523,0.0535,0.143,0.3034,0.09622,0.12055,0.13863,0.21829,0.21056
KP02,Mardan,KP,2023,Rabi_2023,rabi,sugarcane,34.201,72.0476,S2,71,150,100,14.0,22.7,0.1831,0.1181,-0.2216,0.1135,0.376,0.068,0.0475,0.1119,0.2544,0.09859,0.11746,0.12728,0.18435,0.19696
KP03,Charsadda,KP,2023,Rabi_2023,rabi,wheat,34.1483,71.7311,S2,14,150,100,14.0,22.9,0.1725,0.1115,-0.2185,0.1047,0.352,0.0809,0.0459,0.1036,0.2414,0.09926,0.12046,0.13257,0.18784,0.20509
